data,conta,categoria,subcategoria,tipo,valor,centro_custo,descricao
2024-09-20,Zov,Operacional,Fornecedor,Despesa,8342,Operacional,Lançamento
2024-09-09,Zov,Receita de Serviços,BPO RH,Receita,15973,Marketing,Mensalidade
2024-05-07,Mdias,Receita de Serviços,BPO RH,Receita,12777,Marketing,Mensalidade
2024-11-08,Papaya,Operacional,Fornecedor,Despesa,5421,Marketing,Lançamento
2024-04-02,Papaya,Receita de Serviços,BPO Financeiro,Receita,19106,Comercial,Mensalidade
2024-05-09,Zov,Receita de Serviços,BPO Financeiro,Despesa,2827,RH,Lançamento
2024-03-28,Papaya,Receita de Serviços,BPO Financeiro,Receita,16763,Comercial,Mensalidade
2024-05-03,Papaya,Receita de Serviços,Contabilidade,Receita,19938,Operacional,Mensalidade
2024-08-11,Zov,Pessoal,Encargos,Despesa,10692,Comercial,Lançamento
2024-01-01,Papaya,Receita de Serviços,BPO Financeiro,Receita,15445,Marketing,Mensalidade
2024-11-23,Papaya,Pessoal,Salários,Despesa,5245,Marketing,Lançamento
2024-12-09,Papaya,Marketing,Agência,Despesa,7663,Comercial,Lançamento
2024-10-26,Mdias,Receita de Serviços,BPO Financeiro,Despesa,5842,Comercial,Lançamento
2024-11-15,Papaya,Receita de Serviços,BPO RH,Receita,2159,RH,Mensalidade
2024-07-07,Papaya,Receita de Serviços,Certificado Digital,Despesa,9824,Operacional,Lançamento
2024-03-18,Mdias,Receita de Serviços,Contabilidade,Receita,12668,Financeiro,Mensalidade
2024-11-02,Papaya,Marketing,Meta Ads,Despesa,479,Financeiro,Lançamento
2024-05-18,Zov,Pessoal,Benefícios,Despesa,5226,Operacional,Lançamento
2024-07-03,Zov,Receita de Serviços,Certificado Digital,Receita,13393,Operacional,Mensalidade
2024-01-13,Zov,Receita de Serviços,BPO Financeiro,Despesa,11668,Comercial,Lançamento
2024-09-12,Mdias,Marketing,Eventos,Despesa,1211,RH,Lançamento
2024-10-22,Papaya,Receita de Serviços,Certificado Digital,Receita,4821,Comercial,Mensalidade
2024-03-09,Papaya,Receita de Serviços,Certificado Digital,Receita,17246,RH,Mensalidade
2024-04-24,Mdias,Receita de Serviços,Contabilidade,Despesa,6482,Financeiro,Lançamento
2024-06-25,Zov,Receita de Serviços,Certificado Digital,Receita,10458,RH,Mensalidade
2024-07-05,Papaya,Impostos,DAS,Despesa,2215,Comercial,Lançamento
2024-11-02,Zov,Pessoal,Salários,Despesa,7922,RH,Lançamento
2024-11-16,Zov,Receita de Serviços,BPO Financeiro,Receita,17742,Operacional,Mensalidade
2024-03-11,Mdias,Receita de Serviços,Certificado Digital,Receita,6720,RH,Mensalidade
2024-12-20,Mdias,Pessoal,Encargos,Despesa,2162,Financeiro,Lançamento
2024-09-21,Papaya,Receita de Serviços,BPO RH,Despesa,6048,Financeiro,Lançamento
2024-08-05,Zov,Marketing,Google Ads,Despesa,4432,Comercial,Lançamento
2024-12-07,Mdias,Receita de Serviços,Certificado Digital,Receita,16564,Financeiro,Mensalidade
2024-06-28,Zov,Marketing,Google Ads,Despesa,7643,RH,Lançamento
2024-03-27,Papaya,Pessoal,Salários,Despesa,1511,Financeiro,Lançamento
2024-07-22,Mdias,Pessoal,Salários,Despesa,1007,RH,Lançamento
2024-12-23,Mdias,Operacional,Infra,Despesa,8886,Financeiro,Lançamento
2024-06-09,Papaya,Receita de Serviços,Contabilidade,Receita,16045,Comercial,Mensalidade
2024-07-12,Mdias,Operacional,Infra,Despesa,6265,Financeiro,Lançamento
2024-06-10,Mdias,Receita de Serviços,BPO Financeiro,Receita,18084,RH,Mensalidade
2024-02-22,Papaya,Impostos,INSS,Despesa,10826,Financeiro,Lançamento
2024-06-18,Papaya,Impostos,INSS,Despesa,8020,Marketing,Lançamento
2024-04-06,Mdias,Operacional,Infra,Despesa,11451,Operacional,Lançamento
2024-05-13,Mdias,Impostos,CSLL,Despesa,5866,Operacional,Lançamento
2024-09-28,Zov,Receita de Serviços,Certificado Digital,Despesa,5466,Operacional,Lançamento
2024-09-20,Papaya,Receita de Serviços,BPO RH,Despesa,295,RH,Lançamento
2024-09-12,Papaya,Receita de Serviços,Certificado Digital,Receita,18799,RH,Mensalidade
2024-01-12,Zov,Receita de Serviços,Contabilidade,Receita,5773,RH,Mensalidade
2024-10-13,Zov,Impostos,IRPJ,Despesa,9727,Operacional,Lançamento
2024-12-25,Papaya,Receita de Serviços,Certificado Digital,Receita,8989,Comercial,Mensalidade
2024-04-15,Zov,Receita de Serviços,Certificado Digital,Receita,7140,Financeiro,Mensalidade
2024-10-07,Papaya,Receita de Serviços,Contabilidade,Receita,7001,Financeiro,Mensalidade
2024-08-12,Mdias,Pessoal,Salários,Despesa,7722,RH,Lançamento
2024-04-10,Mdias,Operacional,SaaS,Despesa,1370,Financeiro,Lançamento
2024-04-03,Zov,Receita de Serviços,BPO RH,Receita,2958,Marketing,Mensalidade
2024-03-18,Zov,Marketing,Meta Ads,Despesa,7573,Comercial,Lançamento
2024-03-11,Papaya,Receita de Serviços,BPO Financeiro,Receita,17823,Operacional,Mensalidade
2024-08-24,Zov,Receita de Serviços,BPO Financeiro,Receita,5708,Marketing,Mensalidade
2024-05-26,Zov,Receita de Serviços,Contabilidade,Receita,12089,Comercial,Mensalidade
2024-09-28,Zov,Pessoal,Benefícios,Despesa,11271,Financeiro,Lançamento
2024-12-26,Zov,Receita de Serviços,Certificado Digital,Receita,15639,Comercial,Mensalidade
2024-02-26,Mdias,Impostos,CSLL,Despesa,6799,Marketing,Lançamento
2024-09-28,Zov,Operacional,Infra,Despesa,4970,Marketing,Lançamento
2024-11-12,Papaya,Pessoal,Benefícios,Despesa,8256,Operacional,Lançamento
2024-11-27,Papaya,Pessoal,Salários,Despesa,9027,Operacional,Lançamento
2024-07-23,Mdias,Receita de Serviços,Certificado Digital,Receita,15155,RH,Mensalidade
2024-01-16,Papaya,Receita de Serviços,BPO Financeiro,Receita,9554,Comercial,Mensalidade
2024-02-23,Zov,Operacional,Infra,Despesa,1341,Comercial,Lançamento
2024-04-14,Zov,Impostos,CSLL,Despesa,6814,RH,Lançamento
2024-03-11,Zov,Pessoal,Salários,Despesa,1594,RH,Lançamento
2024-08-01,Mdias,Receita de Serviços,Contabilidade,Receita,15469,Comercial,Mensalidade
2024-02-17,Papaya,Receita de Serviços,BPO Financeiro,Receita,5491,Comercial,Mensalidade
2024-06-24,Mdias,Receita de Serviços,Certificado Digital,Receita,5750,RH,Mensalidade
2024-12-09,Mdias,Pessoal,Encargos,Despesa,10265,Comercial,Lançamento
2024-01-27,Mdias,Operacional,Fornecedor,Despesa,9442,Financeiro,Lançamento
2024-04-03,Mdias,Impostos,INSS,Despesa,9004,Marketing,Lançamento
2024-07-12,Zov,Receita de Serviços,Certificado Digital,Despesa,11922,Marketing,Lançamento
2024-12-26,Mdias,Receita de Serviços,BPO RH,Receita,16349,Financeiro,Mensalidade
2024-11-06,Mdias,Impostos,CSLL,Despesa,1854,Financeiro,Lançamento
2024-06-04,Mdias,Receita de Serviços,Certificado Digital,Receita,6421,Comercial,Mensalidade
2024-11-27,Papaya,Receita de Serviços,BPO RH,Despesa,4903,Financeiro,Lançamento
2024-03-06,Zov,Impostos,DAS,Despesa,8068,RH,Lançamento
2024-07-23,Papaya,Receita de Serviços,Contabilidade,Receita,15848,Marketing,Mensalidade
2024-11-13,Mdias,Operacional,Ferramentas,Despesa,522,Marketing,Lançamento
2024-09-07,Zov,Receita de Serviços,BPO RH,Despesa,3254,RH,Lançamento
2024-01-26,Zov,Receita de Serviços,BPO RH,Receita,17192,Operacional,Mensalidade
2024-08-26,Zov,Receita de Serviços,BPO Financeiro,Receita,17271,RH,Mensalidade
2024-06-09,Mdias,Receita de Serviços,BPO Financeiro,Receita,4518,Comercial,Mensalidade
2024-05-12,Mdias,Receita de Serviços,Certificado Digital,Receita,13360,Comercial,Mensalidade
2024-03-15,Papaya,Receita de Serviços,Contabilidade,Receita,12037,RH,Mensalidade
2024-08-02,Mdias,Receita de Serviços,BPO RH,Receita,16838,Marketing,Mensalidade
2024-08-22,Mdias,Impostos,DAS,Despesa,5157,Marketing,Lançamento
2024-03-21,Mdias,Receita de Serviços,BPO Financeiro,Receita,17370,Marketing,Mensalidade
2024-03-04,Zov,Receita de Serviços,Certificado Digital,Receita,15637,Operacional,Mensalidade
2024-03-22,Zov,Receita de Serviços,BPO RH,Receita,9418,Comercial,Mensalidade
2024-02-16,Mdias,Receita de Serviços,Certificado Digital,Despesa,5483,Financeiro,Lançamento
2024-06-19,Mdias,Receita de Serviços,Certificado Digital,Receita,11371,Operacional,Mensalidade
2024-11-17,Mdias,Receita de Serviços,BPO RH,Receita,5071,Comercial,Mensalidade
2024-12-26,Zov,Receita de Serviços,Certificado Digital,Receita,12663,Operacional,Mensalidade
2024-07-04,Mdias,Receita de Serviços,BPO RH,Despesa,7171,RH,Lançamento
2024-06-26,Zov,Receita de Serviços,Contabilidade,Receita,10905,Financeiro,Mensalidade
2024-09-12,Mdias,Receita de Serviços,Contabilidade,Receita,7201,Marketing,Mensalidade
2024-05-16,Mdias,Impostos,DAS,Despesa,7536,Operacional,Lançamento
2024-08-19,Papaya,Receita de Serviços,BPO RH,Receita,19283,RH,Mensalidade
2024-09-10,Papaya,Pessoal,Salários,Despesa,11062,Operacional,Lançamento
2024-06-26,Mdias,Pessoal,Salários,Despesa,4647,Operacional,Lançamento
2024-03-26,Mdias,Marketing,Agência,Despesa,11969,Marketing,Lançamento
2024-12-28,Papaya,Impostos,DAS,Despesa,5826,Operacional,Lançamento
2024-06-02,Zov,Receita de Serviços,BPO RH,Receita,4641,Operacional,Mensalidade
2024-09-01,Mdias,Receita de Serviços,Certificado Digital,Receita,9902,Marketing,Mensalidade
2024-12-12,Papaya,Receita de Serviços,BPO Financeiro,Despesa,5938,Comercial,Lançamento
2024-05-18,Mdias,Receita de Serviços,Certificado Digital,Receita,15736,RH,Mensalidade
2024-02-10,Mdias,Receita de Serviços,BPO Financeiro,Receita,17832,Financeiro,Mensalidade
2024-06-11,Papaya,Receita de Serviços,BPO RH,Receita,7102,Comercial,Mensalidade
2024-05-20,Zov,Receita de Serviços,BPO RH,Receita,4640,Operacional,Mensalidade
2024-06-25,Mdias,Impostos,IRPJ,Despesa,3382,Marketing,Lançamento
2024-03-20,Zov,Receita de Serviços,BPO RH,Receita,2533,Financeiro,Mensalidade
2024-01-11,Papaya,Pessoal,Encargos,Despesa,5705,Marketing,Lançamento
2024-02-18,Papaya,Marketing,Google Ads,Despesa,3740,Financeiro,Lançamento
2024-01-20,Papaya,Receita de Serviços,Certificado Digital,Receita,4926,Operacional,Mensalidade
2024-12-23,Papaya,Receita de Serviços,BPO Financeiro,Receita,16192,Financeiro,Mensalidade
2024-07-01,Papaya,Pessoal,Salários,Despesa,3624,Marketing,Lançamento
2024-11-08,Papaya,Receita de Serviços,BPO Financeiro,Receita,10952,RH,Mensalidade
2024-09-21,Papaya,Pessoal,Benefícios,Despesa,5102,Marketing,Lançamento
2024-01-18,Zov,Operacional,SaaS,Despesa,7558,Comercial,Lançamento
2024-05-04,Mdias,Pessoal,Encargos,Despesa,10390,Marketing,Lançamento
2024-03-24,Zov,Pessoal,Benefícios,Despesa,7326,Marketing,Lançamento
2024-07-10,Zov,Receita de Serviços,Contabilidade,Receita,14995,Comercial,Mensalidade
2024-09-06,Papaya,Receita de Serviços,BPO Financeiro,Receita,6078,Marketing,Mensalidade
2024-09-04,Papaya,Receita de Serviços,Certificado Digital,Receita,2037,RH,Mensalidade
2024-01-24,Papaya,Marketing,Google Ads,Despesa,8480,Financeiro,Lançamento
2024-12-18,Mdias,Receita de Serviços,BPO RH,Receita,12572,Marketing,Mensalidade
2024-06-24,Papaya,Receita de Serviços,Contabilidade,Receita,13107,Operacional,Mensalidade
2024-12-07,Zov,Impostos,INSS,Despesa,4535,Operacional,Lançamento
2024-12-25,Mdias,Pessoal,Salários,Despesa,2085,Financeiro,Lançamento
2024-01-10,Zov,Pessoal,Salários,Despesa,3258,Marketing,Lançamento
2024-12-03,Mdias,Receita de Serviços,Certificado Digital,Receita,2696,Comercial,Mensalidade
2024-03-08,Zov,Pessoal,Encargos,Despesa,3916,Comercial,Lançamento
2024-09-25,Mdias,Pessoal,Benefícios,Despesa,7782,Operacional,Lançamento
2024-04-27,Papaya,Receita de Serviços,Contabilidade,Receita,15322,RH,Mensalidade
2024-06-19,Mdias,Marketing,Agência,Despesa,332,Financeiro,Lançamento
2024-01-24,Papaya,Impostos,INSS,Despesa,12151,RH,Lançamento
2024-02-24,Papaya,Operacional,Fornecedor,Despesa,403,Financeiro,Lançamento
2024-12-19,Zov,Marketing,Agência,Despesa,10096,Operacional,Lançamento
2024-08-13,Mdias,Marketing,Google Ads,Despesa,4033,Operacional,Lançamento
2024-07-08,Mdias,Operacional,Fornecedor,Despesa,4210,Financeiro,Lançamento
2024-12-02,Zov,Receita de Serviços,Contabilidade,Receita,10643,Comercial,Mensalidade
2024-06-10,Zov,Receita de Serviços,BPO Financeiro,Receita,2996,Operacional,Mensalidade
2024-01-17,Mdias,Impostos,DAS,Despesa,377,RH,Lançamento
2024-04-13,Mdias,Marketing,Eventos,Despesa,251,Marketing,Lançamento
2024-12-01,Zov,Receita de Serviços,BPO RH,Receita,10199,Marketing,Mensalidade
2024-12-17,Papaya,Operacional,Fornecedor,Despesa,9138,Operacional,Lançamento
2024-02-11,Mdias,Operacional,Infra,Despesa,5163,Financeiro,Lançamento
2024-06-05,Zov,Receita de Serviços,Certificado Digital,Despesa,5618,Operacional,Lançamento
2024-12-12,Papaya,Receita de Serviços,BPO Financeiro,Receita,13558,Marketing,Mensalidade
2024-02-19,Mdias,Marketing,Google Ads,Despesa,11857,Financeiro,Lançamento
2024-06-12,Mdias,Receita de Serviços,Certificado Digital,Receita,3766,RH,Mensalidade
2024-08-21,Zov,Marketing,Eventos,Despesa,10845,Operacional,Lançamento
2024-10-03,Papaya,Receita de Serviços,Certificado Digital,Receita,2092,Marketing,Mensalidade
2024-01-17,Papaya,Receita de Serviços,Contabilidade,Receita,12420,RH,Mensalidade
2024-09-10,Mdias,Receita de Serviços,Contabilidade,Receita,18487,Marketing,Mensalidade
2024-11-08,Papaya,Impostos,INSS,Despesa,3652,Comercial,Lançamento
2024-04-04,Papaya,Receita de Serviços,Contabilidade,Despesa,9500,Operacional,Lançamento
2024-05-02,Mdias,Receita de Serviços,Certificado Digital,Receita,5183,Marketing,Mensalidade
2024-05-04,Zov,Receita de Serviços,Certificado Digital,Despesa,11968,Operacional,Lançamento
2024-01-16,Zov,Pessoal,Encargos,Despesa,4946,Operacional,Lançamento
2024-05-23,Zov,Marketing,Google Ads,Despesa,5576,Comercial,Lançamento
2024-04-13,Zov,Impostos,CSLL,Despesa,1884,RH,Lançamento
2024-03-27,Papaya,Receita de Serviços,Contabilidade,Receita,14081,Comercial,Mensalidade
2024-02-05,Mdias,Receita de Serviços,Certificado Digital,Receita,14934,Comercial,Mensalidade
2024-09-18,Zov,Impostos,DAS,Despesa,9632,Operacional,Lançamento
2024-06-24,Papaya,Marketing,Meta Ads,Despesa,7522,RH,Lançamento
2024-08-02,Papaya,Receita de Serviços,Contabilidade,Receita,13380,Comercial,Mensalidade
2024-12-06,Mdias,Receita de Serviços,Certificado Digital,Receita,11548,Financeiro,Mensalidade
2024-05-09,Zov,Operacional,Fornecedor,Despesa,9996,Comercial,Lançamento
2024-03-03,Mdias,Receita de Serviços,Contabilidade,Receita,10868,Marketing,Mensalidade
2024-06-03,Papaya,Operacional,Ferramentas,Despesa,9488,Operacional,Lançamento
2024-08-18,Zov,Impostos,INSS,Despesa,10643,Marketing,Lançamento
2024-04-20,Papaya,Operacional,Ferramentas,Despesa,10187,Comercial,Lançamento
2024-01-20,Papaya,Marketing,Eventos,Despesa,5717,RH,Lançamento
2024-04-21,Papaya,Receita de Serviços,Certificado Digital,Receita,6904,Marketing,Mensalidade
2024-12-01,Zov,Operacional,Infra,Despesa,6715,Marketing,Lançamento
2024-03-26,Zov,Operacional,Infra,Despesa,4909,Financeiro,Lançamento
2024-05-24,Papaya,Marketing,Eventos,Despesa,11591,Operacional,Lançamento
2024-10-27,Mdias,Impostos,CSLL,Despesa,7030,Financeiro,Lançamento
2024-03-21,Papaya,Receita de Serviços,BPO RH,Receita,4137,Marketing,Mensalidade
2024-02-08,Mdias,Pessoal,Benefícios,Despesa,4054,Comercial,Lançamento
2024-10-13,Zov,Marketing,Eventos,Despesa,2171,RH,Lançamento
2024-08-26,Papaya,Receita de Serviços,BPO RH,Receita,8681,Operacional,Mensalidade
2024-12-21,Papaya,Pessoal,Encargos,Despesa,11406,Financeiro,Lançamento
2024-01-07,Zov,Impostos,CSLL,Despesa,8701,Operacional,Lançamento
2024-09-05,Zov,Marketing,Google Ads,Despesa,1083,Financeiro,Lançamento
2024-07-26,Papaya,Receita de Serviços,Contabilidade,Receita,13724,Financeiro,Mensalidade
2024-09-23,Papaya,Marketing,Meta Ads,Despesa,1279,Operacional,Lançamento
2024-11-16,Zov,Marketing,Meta Ads,Despesa,11118,RH,Lançamento
2024-11-07,Mdias,Receita de Serviços,BPO RH,Receita,9415,Financeiro,Mensalidade
2024-04-17,Mdias,Impostos,DAS,Despesa,7976,Marketing,Lançamento
2024-01-09,Mdias,Receita de Serviços,Contabilidade,Receita,10176,RH,Mensalidade
2024-08-04,Papaya,Receita de Serviços,BPO RH,Receita,11839,Financeiro,Mensalidade
2024-07-22,Mdias,Receita de Serviços,BPO Financeiro,Receita,14227,Operacional,Mensalidade
2024-07-19,Mdias,Marketing,Meta Ads,Despesa,10584,RH,Lançamento
2024-05-11,Zov,Receita de Serviços,BPO Financeiro,Receita,13876,Comercial,Mensalidade
2024-04-01,Zov,Impostos,IRPJ,Despesa,6266,RH,Lançamento
2024-07-13,Zov,Receita de Serviços,BPO Financeiro,Receita,4545,Marketing,Mensalidade
2024-01-03,Mdias,Pessoal,Encargos,Despesa,1073,Comercial,Lançamento
2024-07-25,Mdias,Impostos,DAS,Despesa,1461,RH,Lançamento
2024-11-18,Papaya,Receita de Serviços,Certificado Digital,Receita,18905,RH,Mensalidade
2024-02-21,Mdias,Pessoal,Benefícios,Despesa,10156,Financeiro,Lançamento
2024-08-03,Zov,Receita de Serviços,Certificado Digital,Receita,7504,Marketing,Mensalidade
2024-10-08,Zov,Pessoal,Encargos,Despesa,11652,Financeiro,Lançamento
2024-05-12,Mdias,Receita de Serviços,Contabilidade,Receita,6779,Marketing,Mensalidade
2024-04-20,Zov,Receita de Serviços,Contabilidade,Receita,11739,Financeiro,Mensalidade
2024-01-27,Mdias,Operacional,Fornecedor,Despesa,10582,Marketing,Lançamento
2024-02-25,Mdias,Receita de Serviços,BPO RH,Receita,4472,Comercial,Mensalidade
2024-11-04,Papaya,Marketing,Meta Ads,Despesa,2220,Marketing,Lançamento
2024-03-07,Zov,Receita de Serviços,Contabilidade,Receita,17089,Operacional,Mensalidade
2024-02-09,Mdias,Receita de Serviços,Certificado Digital,Despesa,4010,RH,Lançamento
2024-09-16,Mdias,Receita de Serviços,Certificado Digital,Receita,8291,Operacional,Mensalidade
2024-05-19,Mdias,Receita de Serviços,BPO RH,Receita,12745,RH,Mensalidade
2024-11-24,Papaya,Receita de Serviços,Contabilidade,Receita,2891,Operacional,Mensalidade
2024-07-26,Mdias,Receita de Serviços,Contabilidade,Despesa,6139,Marketing,Lançamento
2024-07-01,Mdias,Pessoal,Encargos,Despesa,823,Marketing,Lançamento
2024-12-05,Zov,Pessoal,Encargos,Despesa,9396,Marketing,Lançamento
2024-09-23,Mdias,Operacional,Infra,Despesa,3423,Comercial,Lançamento
2024-04-22,Papaya,Receita de Serviços,Contabilidade,Receita,10913,Financeiro,Mensalidade
2024-01-16,Mdias,Receita de Serviços,Contabilidade,Receita,10484,Operacional,Mensalidade
2024-10-28,Papaya,Impostos,DAS,Despesa,2085,Marketing,Lançamento
2024-07-01,Papaya,Marketing,Meta Ads,Despesa,4461,Financeiro,Lançamento
2024-03-01,Mdias,Receita de Serviços,Certificado Digital,Receita,14270,Comercial,Mensalidade
2024-01-06,Mdias,Marketing,Meta Ads,Despesa,7399,Marketing,Lançamento
2024-12-19,Papaya,Receita de Serviços,Certificado Digital,Receita,11277,Financeiro,Mensalidade
2024-10-05,Mdias,Receita de Serviços,BPO Financeiro,Despesa,11409,Financeiro,Lançamento
2024-01-03,Papaya,Receita de Serviços,Contabilidade,Despesa,8402,Operacional,Lançamento
2024-12-22,Zov,Receita de Serviços,BPO Financeiro,Receita,5524,RH,Mensalidade
2024-06-25,Mdias,Receita de Serviços,Certificado Digital,Receita,17356,Marketing,Mensalidade
2024-06-17,Papaya,Marketing,Google Ads,Despesa,4956,RH,Lançamento
2024-10-16,Mdias,Impostos,INSS,Despesa,4943,RH,Lançamento
2024-11-19,Mdias,Marketing,Eventos,Despesa,9588,Financeiro,Lançamento
2024-07-18,Zov,Receita de Serviços,BPO Financeiro,Receita,10059,Operacional,Mensalidade
2024-11-10,Mdias,Receita de Serviços,Certificado Digital,Receita,18167,Comercial,Mensalidade
2024-03-06,Mdias,Receita de Serviços,BPO RH,Receita,19591,Marketing,Mensalidade
2024-02-02,Zov,Receita de Serviços,BPO RH,Receita,13678,Operacional,Mensalidade
2024-05-01,Zov,Pessoal,Encargos,Despesa,10308,Marketing,Lançamento
2024-02-06,Mdias,Receita de Serviços,BPO Financeiro,Despesa,4540,RH,Lançamento
2024-05-02,Papaya,Impostos,CSLL,Despesa,10465,RH,Lançamento
2024-09-23,Papaya,Impostos,DAS,Despesa,10400,Operacional,Lançamento
2024-01-13,Papaya,Pessoal,Benefícios,Despesa,10347,RH,Lançamento
2024-08-17,Zov,Operacional,Fornecedor,Despesa,5893,Marketing,Lançamento
2024-01-08,Papaya,Receita de Serviços,BPO Financeiro,Receita,14981,Comercial,Mensalidade
2024-02-14,Mdias,Receita de Serviços,Certificado Digital,Receita,5714,Financeiro,Mensalidade
2024-09-12,Mdias,Receita de Serviços,BPO Financeiro,Receita,11575,Financeiro,Mensalidade
2024-06-19,Papaya,Receita de Serviços,BPO RH,Despesa,8476,Marketing,Lançamento
2024-04-08,Mdias,Receita de Serviços,Certificado Digital,Receita,11572,Marketing,Mensalidade
2024-05-09,Papaya,Receita de Serviços,Contabilidade,Despesa,3847,Operacional,Lançamento
2024-09-20,Papaya,Operacional,SaaS,Despesa,3095,Operacional,Lançamento
2024-01-10,Zov,Pessoal,Encargos,Despesa,2916,Operacional,Lançamento
